Gene Name,UniProt ID
SELENOK,Q9Y6D0
SNRNP35,Q16560
SPATA4,Q8NEY3
SYT8,Q8NBV8
TC2N,Q8N9U0
TCEANC2,Q96MN5
THUMPD2,Q9BTF0
TLNRD1,Q9H1K6
TMEM14A,Q9Y6G1
ZNG1A,Q9BRT8
ARL6IP4,Q66PJ3
CSTPP1,Q9H6J7
CT83,Q5H943
CXorf38,Q8TB03
FAM184B,Q9ULE4
FAM78B,Q5VT40
L3HYPDH,Q96EM0
MBOAT4,Q96T53
OR4D2,P58180
OR52L1,Q8NGH7
PPP1R3G,B7ZBB8
RCOR2,Q8IZ40
RNF121,Q9H920
SLC10A6,Q3KNW5
SNTN,A6NMZ2
SPRR2B,P35325
TMC3,Q7Z5M5
TRIM45,Q9H8W5
TRIM46,Q7Z4K8
TTC27,Q6P3X3
ZNF232,Q9UNY5
ZNF267,Q14586
ZNF599,Q96NL3
ZNF780B,Q9Y6R6
ANKRD22,Q5VYY1
CALHM6,Q5R3K3
H2BC8,P62807
HDGFL1,Q5TGJ6
LRRC55,Q6ZSA7
PBDC1,Q9BVG4
PLAC9,Q5JTB6
PSG7,Q13046
ZNF420,Q8TAQ5
LYRM9,A8MSI8
MARCHF2,Q9P0N8
SPIN2B,Q9BPZ2
TMEM117,Q9H0C3
ZNF70,Q9UC06
C9orf43,Q8TAL5
CCDC38,Q502W7
DCST1,Q5T197
GPR146,Q96CH1
ZBTB41,Q5SVQ8
ZNF429,Q86V71
ZNF683,Q8IZ20
ZNF831,Q5JPB2
C4orf17,Q53FE4
CBLL2,Q8N7E2
CCT8L2,Q96SF2
RASL11A,Q6T310
SMIM21,Q3B7S5
SPATA31H1,Q68DN1
TLCD2,A6NGC4
ZGLP1,P0C6A0
FAM110D,Q8TAY7
LINC02694,Q8NAA6
C11orf87,Q6NUJ2
DOCK8-AS1,Q5T8R8
IGSF22,Q8N9C0
SPANXN4,Q5MJ08
ZNF626,Q68DY1
LINC03040,Q8N319
SLC22A31,A6NKX4
LRRC3C,A6NJW4
ANKRD20A1,Q5TYW2
ANKRD36C,Q5JPF3
C1orf220,Q5T0J3
KIR2DS5,Q14953
TEX47,Q8TBZ9
GAGE2A,Q6NT46
MGAT4D,A6NG13
ZNF295-AS1,Q8N0V1
LINC01554,Q52M75
TRDC,B7Z8K6
TRGC1,A2JGV3
DHRS4-AS1,Q9P1J3
KIR3DS1,Q14943
MSL3B,P0C860
C11orf40,Q8WZ69
FAM201A,Q5SY85
LINC00312,Q9Y6C7
IGHV1-69,P01742
KIRREL3-AS3,Q8N7Y1
LINC00242,Q5T6M2
TRGC2,P03986
GAGE2C,Q13066
LINC00862,A6NCI5
ZNF561-AS1,K7EIQ3
FAM157C,P0CG43
FLVCR1-DT,Q8TAF5
KTN1-AS1,Q86SY8
OR10J4,P0C629
MDFIC2,A0A1B0GVS7
IGKV2-28,A0A075B6P5
RPF1,Q9H9Y2
RTL8C,A6ZKI3
SARA,O95405
SAT2,Q96F10
SCG2,P13521
SERHL,Q9NQF3
SERHL2,Q9H4I8
SFTPA,Q8IWL1
SIGLECL1,Q8N7X8
SIRPB2,Q5JXA9
SKIP,Q9BT40
SLC17A2,O00624
SLC35A4,Q96G79
SLFN5,Q08AF3
SMAP,O00193
SNURF,Q9Y675
SNX30,Q5VWJ9
SPC25,Q9HBM1
SPRN,Q5BIV9
STAG1,Q8WVM7
SULT1C2,O00338
TAF15,Q92804
TAZ,Q16635
TBC1D3D,A0A087WVF3
TBC1D3E,A0A087X179
TBC1D3I,A0A087WXS9
TEC,P42680
TIAF1,O95411
TMPRSS3,P57727
TPP1,O14773
TRAM1,Q15629
TRMT1,Q9NXH9
TRPC7,Q9HCX4
TTF1,Q15361
TTF2,Q9UNY4
TUBB5,P07437
UGT2B11,O75310
UNR,O75534
USP31,Q70CQ4
VARS2,Q5ST30
VAT1,Q99536
ZNF20,P17024
ZNF225,Q9UK10
ZNF230,Q9UIE0
ZNF233,A6NK53
ZNF474,Q6S9Z5
ZNF576,Q9H609
ZNF689,Q96CS4
ACSM2,Q08AH3
ADAM23,O75077
AIM1,Q9Y4K1
AIP,O00170
AK3,Q9UIJ7
AK6,Q9Y3D8
AKAP7,O43687
ALG2,Q9H553
ARC,Q7LC44
ARFGAP1,Q8N6T3
ARP5,Q9H9F9
B3GNT6,Q6ZMB0
B3GNT8,Q7Z7M8
BAT1,P82251
BTF3,P20290
C8ORF76,Q96K31
CA11,O75493
CAPS2,Q9BXY5
CARF,Q8N187
CCNL1,Q9UK58
CHP1,Q99653
COX2,P00403
CPO,Q8IVL8
CRN,Q9BZJ0
CST6,Q15828
CTSO,P43234
DAP,P51397
DEFB4,O15263
DMC1,Q14565
DRC3,Q9H069
DUSP13,Q9UII6
EHD2,Q9NZN4
EID3,Q8N140
EMILIN3,Q9NT22
ERVK-10,P10265
FAM127A,A6ZKI3
FBP2,O00757
FCGR3,P08637
FCRL1,Q96LA6
FCRL2,Q96LA5
FKBP9,O95302
FLOT1,O75955
FMO2,Q99518
FY,Q9BT04
GABPB2,Q8TAK5
GAGE12I,P0CL82
GALNT15,Q8N3T1
GBP3,Q9H0R5
GCL,Q8NEA9
GJA10,Q969M2
GJA9,P57773
GJE1,A6NN92
GK2,Q14410
GNG8,Q9UK08
GRIK2,Q13002
HS3ST5,Q8IZT8
KCNG3,Q8TAE7
KCNJ14,Q9UNX9
KLC2,Q9H0B6
KRTAP5-11,Q6L8G4
KRTAP5-8,O75690
KRTAP5-9,P26371
LBH,Q53QV2
LHFPL4,Q7Z7J7
LRRN1,Q6UXK5
LRRN2,O75325
LRRN4,Q8WUT4
LRTOMT,Q96E66
LY6G6D,O95868
MAFA,Q8NHW3
MAGEE1,Q9HCI5
MCP,P15529
MDP1,Q86V88
MLN,P12872
MPP6,Q99547
MRPL2,Q5T653
MRPL27,Q9P0M9
MRPL32,Q9BYC8
MRPS28,Q9Y2Q9
MS4A13,Q5J8X5
MT1M,Q8N339
MTCP1,P56278
MTMR8,Q96EF0
MYT1,Q01538
NACA,E9PAV3
NAF1,Q96HR8
NAPA,P54920
NARF,Q9UHQ1
NRXN2,P58401
NSL1,Q96IY1
ORC2,Q13416
PAN2,Q504Q3
PASK,Q96RG2
PCDH11,Q9BZA7
PCP2,Q8IVA1
PNMT,P11086
POLR2M,P0CAP2
PPM1E,Q8WY54
PRG3,Q9Y2Y8
PRMT9,Q6P2P2
PRPH,P41219
PRR3,P79522
PSA,P55786
PSG11,Q9UQ72
PTH2,Q96A98
PTX1,P78337
RAB1C,Q92928
RAB39,Q14964
RAB4,P61018
RAB41,Q5JT25
RABGAP1L,Q5R372
RAC3,P60763
RAD54L,Q92698
RASSF4,Q9H2L5
RBP5,P82980
RFT1,Q96AA3
RGP1,Q92546
RGR,P47804
RIF1,Q5UIP0
RIG,Q13278
RILP,Q96NA2
RLF,Q13129
RP2,O75695
RP9,Q8TA86
RPA3,P35244
RPA4,Q13156
RPAP1,Q9BWH6
RPAP2,Q8IXW5
RPAP3,Q9H6T3
RPE,Q96AT9
RPF2,Q9H7B2
RPL10A,P62906
RPL10L,Q96L21
RPL12,P30050
RPL13,P26373
RPL13AP3,Q6NVV1
RPL14,P50914
RPL18,Q07020
RPL21,P46778
RPL23,P62829
RPL27A,P46776
RPL3,P39023
RPL31,P62899
RPL32,P62910
RPL34,P49207
RPL35A,P18077
RPL37AP8,A6NKH3
RPL41,P62945
RPL9,P32969
RPL9P7,P32969
RPLP0P6,Q8NHW5
RPP14,O95059
RPP20,O75817
RPP21,Q9H633
RPP25,Q9BUL9
RPP25L,Q8N5L8
RPP38-DT,Q8N326
RPP40,O75818
RPRD1A,Q96P16
RPRD2,Q5VT52
RPRML,Q8N4K4
RPS15A,P62244
RPS16,P62249
RPS20,P60866
RPS25,P62851
RPS26,P62854
RPS26P11,Q5JNZ5
RPS4Y1,P22090
RPS4Y2,Q8TD47
RPS6KA6,Q9UK32
RPS6KC1,Q96S38
RPS6KL1,Q9Y6S9
RPSA2,A0A8I5KQE6
RPTN,Q6XPR3
RPUSD1,Q9UJJ7
RPUSD4,Q96CM3
RRAD,P55042
RRAGA,Q7L523
RRAGB,Q5VZM2
RRAGC,Q9HB90
RRAGD,Q9NQL2
RRBP1,Q9P2E9
RRM1,P23921
RRN3P1,Q2M238
RRN3P2,A6NIE6
RRP7BP,Q9NSQ0
RSAD1,Q9HA92
RSC1A1,Q92681
RSPH10B,P0C881
RSPH14,Q9UHP6
RSPO2,Q6UXX9
RSPO4,Q2I0M5
RSPRY1,Q96DX4
RSRC1,Q96IZ7
RTBDN,Q9BSG5
RTCA,O00442
RTF2,Q9BY42
RTFDC1,Q9BY42
RTL3,Q8N8U3
RTL5,Q5HYW3
RTL8A,Q9BWD3
RTL9,Q8NET4
RTN4R,Q9BZR6
RTN4RL1,Q86UN2
RTN4RL2,Q86UN3
RTP1,P59025
RTP2,Q5QGT7
RTP4,Q96DX8
RTP5,Q14D33
RUBCNL,Q9H714
RUFY1,Q96T51
RUFY2,Q8WXA3
RUFY4,Q6ZNE9
RUNDC3A,Q59EK9
RUNDC3B,Q96NL0
RUNX1T1,Q06455
RUSC1-AS1,Q66K80
RUSF1,Q96GQ5
RWDD1,Q9H446
RWDD2A,Q9UIY3
RWDD2B,P57060
RWDD4,Q6NW29
RXFP3,Q9NSD7
RXFP4,Q8TDU9
RXRB,P28702
RXYLT1,Q9Y2B1
RYBP,Q8N488
RYR2,Q92736
S100A5,P33763
S100A7L2,Q5SY68
S100G,P29377
S100PBP,Q96BU1
S100Z,Q8WXG8
SAAL1,Q96ER3
SAC3D1,A6NKF1
SACM1L,Q9NTJ5
SACS,Q9NZJ4
SAE2,Q9UBT2
SAH,Q53FZ2
SALL3,Q9BXA9
SAMD10,Q9BYL1
SAMD11,Q96NU1
SAMD12,Q8N8I0
SAMD14,Q8IZD0
SAMD15,Q9P1V8
SAMD3,Q8N6K7
SAMD4,Q9UPU9
SAMD7,Q7Z3H4
SAMD8,Q96LT4
SAMTOR,Q1RMZ1
SANBR,Q6NSI8
SAP18,O00422
SAP25,Q8TEE9
SAP30L,Q9HAJ7
SAPCD1,Q5SSQ6
SARDH,Q9UL12
SARNP,P82979
SARS,P49591
SART3,Q15020
SAS10,Q9NQZ2
SASH1,O94885
SATL1,Q86VE3
SAXO2,Q658L1
SAXO4,Q7Z5V6
SAXO5,Q8NA69
SAYSD1,Q9NPB0
SBK1,Q52WX2
SBK2,P0C263
SBK3,P0C264
SBNO1,A3KN83
SBP2,Q96T21
SBSPON,Q8IVN8
SCAF4,O95104
SCAF8,Q9UPN6
SCAI,Q8N9R8
SCAMP4,Q969E2
SCAND1,P57086
SCAND2P,Q9GZW5
SCAND3,Q6R2W3
SCARA3,Q6AZY7
SCARA5,Q6ZMJ2
SCARF2,Q96GP6
SCART1,Q4G0T1
SCD1,O00767
SCD4,Q86SK9
SCEL,O95171
SCFD1,Q8WVM8
SCG3,Q8WXD2
SCIMP,Q6UWF3
SCLY,Q96I15
SCMH1,Q96GD3
SCML1,Q9UN30
SCML4,Q8N228
SCN2B,O60939
SCN3B,Q9NY72
SCN4B,Q8IWT1
SCNM1,Q9BWG6
SCOC,Q9UIL1
SCP2D1,Q9UJQ7
SCRN3,Q0VDG4
SCRT1,Q9BWW7
SCRT2,Q9NQ03
SCTR,P47872
SCYL2,Q6P3W7
SDAD1,Q9NVU7
SDC,P18827
SDCCAG3,Q96C92
SDE2,Q6IQ49
SDF2,Q99470
SDHAF1,A6NFY7
SDHAF3,Q9NRP4
SDIM1,Q6ZPB5
SDR39U1,Q9NRG7
SDR42E1,Q8WUS8
SDR42E2,A6NKP2
SDSL,Q96GA7
SEBOX,Q9HB31
SEC11B,P0C7V7
SEC11C,Q9BY50
SEC14L1,Q92503
SEC14L2,O76054
SEC14L4,Q9UDX3
SEC14L5,O43304
SEC14L6,B5MCN3
SEC16B,Q96JE7
SEC22A,Q96IW7
SEC22C,Q9BRL7
SEC6,O60645
SEC61A2,Q9H9S3
SEC61G,P60059
SECISBP2L,Q93073
SEL1L2,Q5TEA6
SELENOF,O60613
SELENOH,Q8IZQ5
SELENOM,Q8WWX9
SELENOO,Q9BVL4
SELENOV,P59797
SELK,Q9Y6D0
SELM,Q8WWX9
SELO,Q9BVL4
SELS,Q9BQE4
SELT,P62341
SEMA4B,Q9NPR2
SEMA4F,O95754
SEMA5B,Q9P283
SEMA6B,Q9H3T3
SEMA6C,Q9H3T2
SEMG1,P04279
SEMG2,Q02383
SENP2,Q9HC62
SENP5,Q96HI0
SENP6,Q9GZR1
15-Sep,O60613
SEPHS1,P49903
SEPHS2,Q99611
SEPN1,Q9NZV5
02-Sep,Q15019
06-Sep,Q14141
07-Sep,Q16181
08-Sep,Q92599
09-Sep,Q9UHD8
SEPTIN1,Q8WYJ6
SEPTIN10,Q9P0V9
SEPTIN12,Q8IYM1
SEPTIN14,Q6ZU15
SEPTIN14P20,C0HM01
SEPTIN3,Q9UH03
SEPTIN6,Q14141
SEPW1,P63302
SEPX1,Q9NZV6
SERBP1,Q8NC51
SERF1A,O75920
SERF1B,O75920
SERGEF,Q9UGK8
SERINC1,Q9NRX5
SERINC2,Q96SA4
SERINC3,Q13530
SERINC4,A6NH21
SERINC5,Q86VE9
SERP2,Q8N6R1
SERPINA13P,Q6UXR4
SERTAD2,Q14140
SERTAD3,Q9UJW9
SERTAD4,Q9NUC0
SERTAD4-AS1,Q5TG53
SERTM1,A2A2V5
SERTM2,A0A1B0GWG4
SESTD1,Q86VW0
SETD3,Q86TU7
SETD5,Q9C0A6
SETD9,Q8NE22
SETMAR,Q53H47
SETSIP,P0DME0
SEZ6,Q53EL9
SEZ6L,Q9BYH1
SF3A3,Q12874
SF3B6,Q9Y3B4
SFI1,A8K8P3
SFMBT1,Q9UHJ3
SFMBT2,Q5VUG0
SFPQ,P23246
SFR1,Q86XK3
SFRS1,Q07955
SFRS16,Q8N2M8
SFRS3,P84103
SFSWAP,Q12872
SFT2D1,Q8WV19
SFT2D2,O95562
SFT2D3,Q587I9
SFTA2,Q6UW10
SFTPC,P11686
SFXN2,Q96NB2
SFXN4,Q6P4A7
SFXN5,Q8TD22
SGF29,Q96ES7
SGIP1,Q9BQI5
SGK2,Q9HBY8
SGMS2,Q8NHU3
SGO1,Q5FBB7
SGO2,Q562F6
SGSM1,Q2NKQ1
SGSM3,Q96HU1
SGTA,O43765
SH2B2,O14492
SH2D4A,Q9H788
SH2D4B,Q5SQS7
SH2D5,Q6ZV89
SH2D6,Q7Z4S9
SH2D7,A6NKC9
SH3BGR,P55822
SH3BGRL2,Q9UJC5
SH3BP4,Q9P0V3
SH3BP5,O60239
SH3BP5L,Q7L8J4
SH3D21,A4FU49
SH3GL3,Q99963
SH3GLB1,Q9Y371
SH3RF2,Q8TEC5
SH3RF3,Q8TEJ3
SH3TC1,Q8TE82
SHANK1,Q9Y566
SHB,Q15464
SHC2,P98077
SHCBP1,Q8NEM2
SHCBP1L,Q9BZQ2
SHD,Q96IW2
SHF,Q7M4L6
SHFL,Q9NUL5
SHFM1,P60896
SHISA2,Q6UWI4
SHISA3,A0PJX4
SHISA4,Q96DD7
SHISA7,A6NL88
SHISA8,B8ZZ34
SHISA9,B4DS77
SHISAL1,Q3SXP7
SHISAL2A,Q6UWV7
SHISAL2B,A6NKW6
SHLD1,Q8IYI0
SHLD2,Q86V20
SHLD3,Q6ZNX1
SHOC1,Q5VXU9
SHP,Q15466
SHPRH,Q149N8
SHQ1,Q6PI26
SHROOM1,Q2M3G4
SHROOM2,Q13796
SHROOM3,Q8TF72
SHTN1,A0MZ66
SIAH3,Q8IW03
SIDT1,Q9NXL6
SIDT2,Q8NBJ9
SIKE1,Q9BRV8
SIL,Q15468
SIMC1,Q8NDZ2
SIN3A,Q96ST3
SIPA1L2,Q9P2F8
SIPA1L3,O60292
SIRPD,Q9H106
SIX3,O95343
SIX4,Q9UIU6
SIX5,Q8N196
SKA3,Q8IX90
SKAP1,Q86WV1
SKIC8,Q9GZS3
SKIDA1,Q1XH10
SKIV2L,Q15477
SKIV2L2,P42285
SKOR2,Q2VWA4
SLA2,Q9H6Q3
SLAIN1,Q8ND83
SLC10A3,P09131
SLC10A4,Q96EP9
SLC10A5,Q5PT55
SLC10A7,Q0GE19
SLC12A7,Q9Y666
SLC12A9,Q9BXP2
SLC13A1,Q9BZW2
SLC13A2,Q13183
SLC13A3,Q8WWT9
SLC13A4,Q9UKG4
SLC13A5,Q86YT5
SLC14A1,Q13336
SLC14A2,Q15849
SLC16A10,Q8TF71
SLC16A12,Q6ZSM3
SLC16A13,Q7RTY0
SLC16A14,Q7RTX9
SLC16A5,O15375
SLC16A6,O15403
SLC16A7,O60669
SLC16A8,O95907
SLC17A7,Q9P2U7
SLC17A8,Q8NDX2
SLC18A1,P54219
SLC18B1,Q6NT16
SLC19A2,O60779
SLC19A4P,Q53S99
SLC1A6,P48664
SLC1A7,O00341
SLC22A10,Q63ZE4
SLC22A14,Q9Y267
SLC22A15,Q8IZD6
SLC22A18,Q96BI1
SLC22A18AS,Q8N1D0
SLC22A20,A6NK97
SLC22A20P,A6NK97
SLC22A24,Q8N4F4
SLC22A25,Q6T423
SLC22A9,Q8IVM8
SLC23A3,Q6PIS1
SLC24A2,Q9UI40
SLC24A3,Q9HC58
SLC24A4,Q8NFF2
SLC25A14,O95258
SLC25A19,Q9HC21
SLC25A22,Q9H936
SLC25A23,Q9BV35
SLC25A25,Q6KCM7
SLC25A26,Q70HW3
SLC25A28,Q96A46
SLC25A29,Q8N8R3
SLC25A30,Q5SVS4
SLC25A31,Q9H0C2
SLC25A32,Q9H2D1
SLC25A33,Q9BSK2
SLC25A35,Q3KQZ1
SLC25A36,Q96CQ1
SLC25A39,Q9BZJ4
SLC25A40,Q8TBP6
SLC25A41,Q8N5S1
SLC25A42,Q86VD7
SLC25A44,Q96H78
SLC25A45,Q8N413
SLC25A47,Q6Q0C1
SLC25A51,Q9H1U9
SLC25A52,Q3SY17
SLC26A10P,Q8NG04
SLC26A7,Q8TE54
SLC26A8,Q96RN1
SLC27A3,Q5K4L6
SLC27A4,Q6P1M0
SLC28A1,O00337
SLC2A11,Q9BYW1
SLC2A12,Q8TD20
SLC2A14,Q8TDB8
SLC2A3,P11169
SLC2A4RG,Q9NR83
SLC2A7,Q6PXP3
SLC2A8,Q9NY64
SLC2A9,Q9NRM0
SLC31A1,O15431
SLC31A2,O15432
SLC32A1,Q9H598
SLC33A1,O00400
SLC35A2,P78381
SLC35A3,Q9Y2D2
SLC35A5,Q9BS91
SLC35B1,P78383
SLC35B2,Q8TB61
SLC35B3,Q9H1N7
SLC35C2,Q9NQQ7
SLC35D1,Q9NTN3
SLC35D2,Q76EJ3
SLC35E1,Q96K37
SLC35E2,P0CK97
SLC35E2A,P0CK97
SLC35E2B,P0CK96
SLC35E3,Q7Z769
SLC35E4,Q6ICL7
SLC35F1,Q5T1Q4
SLC35F2,Q8IXU6
SLC35F3,Q8IY50
SLC35F4,A4IF30
SLC35F5,Q8WV83
SLC35F6,Q8N357
SLC35G1,Q2M3R5
SLC35G2,Q8TBE7
SLC35G3,Q8N808
SLC35G4,P0C7Q5
SLC35G5,Q96KT7
SLC35G6,P0C7Q6
SLC36A1,Q7Z2H8
SLC36A3,Q495N2
SLC38A10,Q9HBR0
SLC38A11,Q08AI6
SLC38A3,Q99624
SLC38A4,Q969I6
SLC38A6,Q8IZM9
SLC38A7,Q9NVC3
SLC38A8,A6NNN8
SLC38A9,Q8NBW4
SLC39A11,Q8N1S5
SLC39A13,Q96H72
SLC39A9,Q9NUM3
SLC43A1,O75387
SLC43A2,Q8N370
SLC44A3,Q8N4M1
SLC44A5,Q8NCS7
SLC47A2,Q86VL8
SLC48A1,Q6P1K1
SLC49A3,Q6UXD7
SLC49A4,Q96SL1
SLC4A10,Q6U841
SLC4A1AP,Q9BWU0
SLC4A2,P04920
SLC4A3,P48751
SLC4A5,Q9BY07
SLC4A8,Q2Y0W8
SLC4A9,Q96Q91
SLC50A1,Q9BRV3
SLC51A,Q86UW1
SLC51B,Q86UW2
SLC5A9,Q2M3M2
SLC66A1,Q6ZP29
SLC66A1LP,A1A4F0
SLC66A2,Q8N2U9
SLC66A3,Q8N755
SLC6A1,P30531
SLC6A11,P48066
SLC6A13,Q9NSD5
SLC6A15,Q9H2J7
SLC6A16,Q9GZN6
SLC6A17,Q9H1V8
SLC6A18,Q96N87
SLC6A19,Q695T7
SLC6A7,Q99884
SLC7A10,Q9NS82
SLC7A13,Q8TCU3
SLC7A14,Q8TBB6
SLC7A2,P52569
SLC7A3,Q8WY07
SLC7A4,O43246
SLC7A5,Q01650
SLC7A5P1,Q8MH63
SLC7A5P2,Q9GIP4
SLC7A6,Q92536
SLC7A6OS,Q96CW6
SLC7A8,Q9UHI5
SLC8B1,Q6J4K2
SLC9A3R1,O14745
SLC9A3R2,Q15599
SLC9B1,Q4ZJI4
SLC9B2,Q86UD5
SLC9C1,Q4G0N8
SLC9C2,Q5TAH2
SLCO1B7,G3V0H7
SLCO5A1,Q9H2Y9
SLF1,Q9BQI6
SLFN12,Q8IYM2
SLFN12L,Q6IEE8
SLFN13,Q68D06
SLFN14,P0C7P3
SLFNL1,Q499Z3
SLIRP,Q9GZT3
SLIRP-OT1,Q8N769
SLITRK1,Q96PX8
SLITRK3,O94933
SLITRK4,Q8IW52
SLITRK5,O94991
SLITRK6,Q9H5Y7
SLMO1,Q96N28
SLN,O00631
SLX1A,Q9BQ83
SLX1B,Q9BQ83
SMAD5-AS1,Q9Y6J3
SMAGP,Q0VAQ4
SMC1B,Q8NDV3
SMC3,Q9UQE7
SMC4,Q9NTJ3
SMCO1,Q147U7
SMCO2,A6NFE2
SMCO3,A2RU48
SMCO4,Q9NRQ5
SMCP,P49901
SMCR5,Q8TEV8
SMDT1,Q9H4I9
SMEK1,Q6IN85
SMEK2,Q5MIZ7
SMG6,Q86US8
SMIM10,Q96HG1
SMIM10L1,P0DMW3
SMIM10L2A,P0DMW4
SMIM10L2B,P0DMW5
SMIM10L3,A0A0C4DGP1
SMIM11,P58511
SMIM12,Q96EX1
SMIM13,P0DJ93
SMIM14,Q96QK8
SMIM15,Q7Z3B0
SMIM17,P0DL12
SMIM18,P0DKX4
SMIM19,Q96E16
SMIM2,Q9BVW6
SMIM20,Q8N5G0
SMIM22,K7EJ46
SMIM23,A6NLE4
SMIM24,O75264
SMIM26,A0A096LP01
SMIM27,A0A1B0GUW7
SMIM29,Q86T20
SMIM3,Q9BZL3
SMIM30,A4D0T7
SMIM32,A0A1B0GUA5
SMIM33,A0A1B0GW64
SMIM34,A8MWV9
SMIM35,A0A1B0GVV1
SMIM38,A0A286YFK9
SMIM40,Q5STR5
SMIM41,A0A2R8YCJ5
SMIM43,Q4W5P6
SMIM44,A0A286YF18
SMIM45,A0A590UK83
SMIM5,Q71RC9
SMIM7,Q9BQ49
SMIM8,Q96KF7
SMIM9,A6NGZ8
SMKR1,H3BMG3
SMLR1,H3BR10
SMPD4,Q9NXE4
SMPDL3A,Q92484
SMPX,Q9UHP9
SMR3A,Q99954
SMR3B,P02814
SMTNL1,A8MU46
SMTNL2,Q2TAL5
SMUG1,Q53HV7
SMYD4,Q8IYR2
SMYD5,Q6GMV2
SN,Q9BZZ2
SNAI3,Q3KNW1
SNAP91,O60641
SNAPC1,Q16533
SNAPC2,Q13487
SNAPC3,Q92966
SNAPC5,O75971
SND1-IT1,Q9HBX3
SNED1,Q8TER0
SNF8,Q96H20
SNL,Q16658
SNORC,Q6UX34
SNPH,O15079
SNRNP200,O75643
SNRNP25,Q9BV90
SNRNP27,Q8WVK2
SNRNP70,P08621
SNRPA,P09012
SNRPA1,P09661
SNRPC,P09234
SNRPD3,P62318
SNRPF,P62306
SNRPGP15,A8MWD9
SNTG1,Q9NSN8
SNU13,P55769
SNUPN,O95149
SNX1,Q13596
SNX11,Q9Y5W9
SNX13,Q9Y5W8
SNX14,Q9Y5W7
SNX15,Q9NRS6
SNX16,P57768
SNX19,Q92543
SNX2,O60749
SNX21,Q969T3
SNX22,Q96L94
SNX25,Q9H3E2
SNX29P2,Q8IUI4
SNX31,Q8N9S9
SNX32,Q86XE0
SNX33,Q8WV41
SNX4,O95219
SNX5,Q9Y5X3
SNX8,Q9Y5X2
SOBP,A7XYQ1
SOGA1,O94964
SOGA2,Q9Y4B5
SOHLH1,Q5JUK2
SOHLH2,Q9NX45
SORBS2,O94875
SORCS1,Q8WY21
SORCS3,Q9UPU3
SOWAHA,Q2M3V2
SOWAHB,A6NEL2
SOWAHC,Q53LP3
SOWAHD,A6NJG2
SOX1,O00570
SOX14,O95416
SOX21,Q9Y651
SP140L,Q9H930
SP5,Q6BEB4
SP6,Q3SY56
SP9,P0CG40
SPAAR,A0A1B0GVQ0
SPACA1,Q9HBV2
SPACA3,Q8IXA5
SPACA4,Q8TDM5
SPACA5,Q96QH8
SPACA6,W5XKT8
SPACA7,Q96KW9
SPACA9,Q96E40
SPACDR,Q8IZ16
SPAG11A,Q6PDA7
SPAG4,Q9NPE6
SPAG5,Q96R06
SPAG7,O75391
SPAG9,O60271
SPANXA1,Q9NS26
SPANXA2,Q9NS26
SPANXA2-OT1,Q8N9U9
SPANXB1,Q9NS25
SPANXC,Q9NY87
SPANXD,Q9BXN6
SPANXN1,Q5VSR9
SPANXN2,Q5MJ10
SPANXN3,Q5MJ09
SPANXN5,Q5MJ07
SPART-AS1,P0CW21
SPATA1,Q5VX52
SPATA12,Q7Z6I5
SPATA13,Q96N96
SPATA16,Q9BXB7
SPATA17,Q96L03
SPATA19,Q7Z5L4
SPATA21,Q7Z572
SPATA24,Q86W54
SPATA25,Q9BR10
SPATA3,Q8NHX4
SPATA31A1,Q5TZJ5
SPATA31A3,Q5VYP0
SPATA31A5,Q5VU36
SPATA31A6,Q5VVP1
SPATA31C1,P0DKV0
SPATA31C2,B4DYI2
SPATA31D1,Q6ZQQ2
SPATA31D4,Q6ZUB0
SPATA31E1,Q6ZUB1
SPATA31F1,Q6ZU69
SPATA31F2P,Q63HN1
SPATA31F3,A6NFA0
SPATA31G1,Q5VYM1
SPATA31J1,A6NFR6
SPATA32,Q96LK8
SPATA33,Q96N06
SPATA45,Q537H7
SPATA46,Q5T0L3
SPATA5,Q8NB90
SPATA5L1,Q9BVQ7
SPATA6,Q9NWH7
SPATA6L,Q8N4H0
SPATA9,Q9BWV2
SPATC1,Q76KD6
SPATC1L,Q9H0A9
SPATS1,Q496A3
SPDL1,Q96EA4
SPDYA,Q5MJ70
SPDYC,Q5MJ68
SPDYE1,Q8NFV5
SPDYE11,P0DTA3
SPDYE16,A6NNV3
SPDYE17,P0DUD2
SPDYE2,Q495Y8
SPDYE21,A0A494C086
SPDYE2B,A6NHP3
SPDYE3,A6NKU9
SPDYE4,A6NLX3
SPDYE5,A6NIY4
SPDYE6,P0CI01
SPDYE7P,Q495Y7
SPDYE8,P0DUD1
SPDYE9,A0A494C191
SPEG,Q15772
SPEGNB,A0A087WV53
SPEM1,Q8N4L4
SPEM2,Q0P670
SPEM3,A0A1B0GUW6
SPERT,Q8NA61
SPESP1,Q6UW49
SPG11,Q96JI7
SPG4,Q9UBP0
SPIC,Q8N5J4
SPICE1,Q8N0Z3
SPIN,Q9Y657
SPIN2A,Q99865
SPIN3,Q5JUX0
SPIN4,Q56A73
SPINK14,Q6IE38
SPINK2,P20155
SPINK8,P0C7L1
SPINT1,O43278
SPINT3,P49223
SPINT4,Q6UDR6
SPIRE1,Q08AE8
SPIRE2,Q8WWL2
SPMAP1,A8MV24
SPMAP2,Q9P2T0
SPMAP2L,P0DJG4
SPMIP1,A0A1B0GUX0
SPMIP10,Q6ZNM6
SPMIP11,A0A1B0GTD5
SPMIP2,Q96LM5
